Latitude,Longitude
41.1426985,-81.57061089999999
40.9793352,-81.52672820000001
41.0789043,-81.5870604
41.1025845,-81.5349581
41.1426985,-81.57061089999999
40.9153362,-81.10593089999999
40.8686675,-82.3182178
39.7156186,-82.9529584
41.3175549,-81.3453858
41.4517093,-82.03542250000001
41.4517093,-82.03542250000001
41.4517093,-82.03542250000001
41.4517093,-82.03542250000001
41.5053178,-82.02820009999999
41.5053178,-82.02820009999999
41.4644979,-81.5087322
39.7256512,-84.0378894
39.816412,-84.0061661
39.6356154,-84.0707681
40.3611643,-83.7596557
39.27396390000001,-81.5729029
39.5478509,-81.6395732
39.99505190000001,-82.8108366
39.2798828,-84.406761
40.8953301,-83.8888288
41.0326881,-80.6659842
41.0326881,-80.6659842
40.650061,-81.4520613
41.3780983,-83.6375032
41.31977630000001,-81.62679039999999
41.33031,-81.68020539999999
41.33031,-81.68020539999999
41.2449469,-80.5771737
40.8083909,-82.97546489999999
40.1703355,-83.62826129999999
41.0250584,-80.7609121
39.7989528,-82.7010016
40.5489358,-84.5702338
40.5489358,-84.5702338
41.4298516,-81.3910999
41.4298516,-81.3910999
41.5786639,-81.2133262
41.5786639,-81.2133262
41.5786639,-81.2133262
41.5786639,-81.2133262
41.5222735,-81.3378874
41.5222735,-81.3378874
41.5222735,-81.3378874
41.5222735,-81.3378874
39.3331197,-82.9824019
39.3331197,-82.9824019
39.1939687,-84.3436881
39.2828895,-84.46976629999999
39.13357329999999,-84.4356468
39.130723,-84.3226488
39.1822152,-84.42251859999999
39.1655524,-84.66071439999999
39.600618,-82.9460133
41.4766201,-81.50477719999999
41.5233346,-81.5322149
41.5233346,-81.5322149
40.9267224,-81.63040219999999
41.30422009999999,-82.975192
40.88839309999999,-80.69396429999999
41.31299720000001,-81.9468279
41.31299720000001,-81.9468279
40.0441439,-82.9609096
40.0415191,-82.9178838
39.9571056,-83.1273705
40.0097883,-83.0683519
41.3303342,-80.7253575
41.3303342,-80.7253575
40.9869997,-81.8937511
41.6183339,-83.3673819
39.8476384,-84.21734029999999
39.6801641,-84.15406589999999
39.7169388,-84.16989079999999
39.7822504,-84.24368489999999
39.6801641,-84.15406589999999
39.7434917,-84.0854432
41.2844933,-84.3557802
41.2844933,-84.3557802
40.2986724,-83.067965
40.5206198,-81.4740054
40.9700549,-81.69651680000001
40.115674,-83.13273319999999
40.115674,-83.13273319999999
40.115674,-83.13273319999999
40.7872811,-81.28260949999999
40.4506409,-80.8607042
41.4761621,-83.2957584
41.3683798,-82.10764859999999
41.3683798,-82.10764859999999
41.3683798,-82.10764859999999
41.6018724,-81.521241
39.3282373,-84.5536678
41.127833,-81.609844
41.04422,-83.6499321
41.1522215,-83.4003037
41.3503303,-83.1218634
41.3503303,-83.1218634
40.21506249999999,-82.8799013
40.21506249999999,-82.8799013
40.21506249999999,-82.8799013
41.2842224,-81.0964856
41.8050539,-80.94814889999999
39.6261682,-84.3693882
40.1028264,-84.63301150000001
39.8344168,-82.8748301
39.8344168,-82.8748301
39.8344168,-82.8748301
39.4296413,-84.5117321
39.4049854,-84.6479124
39.2536967,-84.7915999
39.2536967,-84.7915999
40.7064404,-83.92132989999999
40.9636685,-81.3312195
40.9636685,-81.3312195
41.5519954,-81.47845219999999
40.01616,-83.1756188
39.2022866,-83.611587
41.2429494,-81.71305219999999
41.2429494,-81.71305219999999
40.3253452,-80.901201
40.4077183,-82.3263709
41.1564463,-80.569239
41.240056,-81.44066699999999
41.240056,-81.44066699999999
41.3950489,-82.55517329999999
40.8042238,-82.195712
40.1536742,-82.68516989999999
41.1536674,-81.3578859
39.6801641,-84.15406589999999
41.2372753,-82.119872
39.7136754,-82.5993294
39.4353373,-84.2029922
39.4353373,-84.2029922
40.6786691,-82.5823931
40.786903,-84.0801613
40.742551,-84.1052256
40.7199785,-84.15406589999999
40.742551,-84.1052256
39.8089185,-82.9692863
39.5400672,-82.4070986
41.4329234,-82.2202951
39.9847938,-81.45845229999999
39.2689476,-84.26382600000001
39.2689476,-84.26382600000001
41.7711633,-81.049819
38.6881293,-83.6093611
40.5886699,-83.1285242
40.2364486,-83.3671432
40.2364486,-83.3671432
40.2364486,-83.3671432
39.3600586,-84.309939
39.3600586,-84.309939
39.3600586,-84.309939
40.8171314,-81.50477719999999
41.5628294,-83.65382439999999
38.8349526,-83.0640603
40.0720039,-83.5563133
40.0720039,-83.5563133
41.143245,-81.8552196
41.143245,-81.8552196
39.6128751,-84.2489525
39.5494703,-84.42777029999999
39.5494703,-84.42777029999999
39.5038205,-84.3939224
39.5494703,-84.42777029999999
40.3931033,-84.3760612
39.3545046,-84.1271568
40.3933956,-82.4857181
40.0756871,-82.8101975
40.0756871,-82.8101975
40.0581205,-82.4012642
41.4567519,-81.2408689
39.9936837,-81.73401679999999
40.4897871,-81.4456706
40.4897871,-81.4456706
41.18839,-80.97814679999999
39.1245047,-84.361606
41.1828302,-83.6782668
39.1525576,-84.74800379999999
40.875891,-81.4023356
40.875891,-81.4023356
40.8843453,-81.32893969999999
41.9060014,-80.6898215
40.8412405,-81.62866760000001
40.8412405,-81.62866760000001
40.8412405,-81.62866760000001
41.83276619999999,-81.0478643
41.0292217,-81.63817949999999
41.5067173,-83.1465875
41.2939386,-82.21737859999999
41.6436603,-83.48687679999999
41.6436603,-83.48687679999999
