Latitude,Longitude
37.0033423,-80.74359740000001
36.6859829,-77.5424809
38.84622359999999,-77.30637329999999
38.84622359999999,-77.30637329999999
38.84622359999999,-77.30637329999999
38.84622359999999,-77.30637329999999
38.8735614,-77.3898602
38.8735614,-77.3898602
38.8681054,-77.20027449999999
36.665964,-80.6922924
37.4992986,-79.8772647
36.9112443,-80.3200502
37.3637534,-79.289749
37.3637534,-79.289749
37.3637534,-79.289749
37.3637534,-79.289749
38.7040514,-77.1600201
38.7040514,-77.1600201
37.2384196,-77.3381855
38.3031837,-77.4605399
38.3031837,-77.4605399
38.9181671,-78.1944446
38.9181671,-78.1944446
38.9181671,-78.1944446
38.9181671,-78.1944446
38.9181671,-78.1944446
38.9181671,-78.1944446
38.8090413,-77.60205690000001
38.8090413,-77.60205690000001
36.6290935,-80.92077370000001
36.5669362,-77.8957473
36.6378774,-82.5809876
36.791225,-81.7712324
37.665978,-77.5063739
37.665978,-77.5063739
37.2237762,-79.7287703
39.0188593,-77.3094674
37.8254216,-77.9994421
36.7659709,-78.92834409999999
37.0538822,-76.39845369999999
37.0538822,-76.39845369999999
37.0279431,-76.3116235
37.0538822,-76.39845369999999
37.2317643,-79.8114761
38.4049904,-78.8722341
38.4049904,-78.8722341
38.4049904,-78.8722341
37.5422959,-76.4447397
38.4023489,-77.56526439999999
38.8120591,-77.6363806
38.8120591,-77.6363806
38.9695545,-77.3860976
37.551274,-77.3152116
37.27142389999999,-77.2060241
37.9993993,-79.831587
37.9993993,-79.831587
37.9993993,-79.831587
37.158334,-79.4736695
37.6615258,-76.41911429999999
37.6615258,-76.41911429999999
38.6295884,-77.9053182
36.6889777,-83.1110047
38.0134293,-78.3586224
38.0134293,-78.3586224
37.0404287,-78.48332769999999
37.7104135,-76.37966899999999
38.2664512,-77.18078419999999
37.0860239,-76.3579401
37.0860239,-76.3579401
36.7163965,-80.5327324
39.1156615,-77.56360149999999
39.1156615,-77.56360149999999
39.1156615,-77.56360149999999
39.1156615,-77.56360149999999
39.1156615,-77.56360149999999
37.8062214,-79.5153773
38.3055349,-77.8105928
38.3055349,-77.8105928
38.3055349,-77.8105928
38.3055349,-77.8105928
38.3055349,-77.8105928
38.6679123,-77.2060241
38.0251394,-78.00416489999999
38.665397,-78.4594522
37.4099999,-79.14
37.6520295,-77.7231314
37.6520295,-77.7231314
37.6520295,-77.7231314
37.6520295,-77.7231314
38.7550023,-77.4357739
36.8348383,-81.5148368
36.7134017,-79.8520818
36.68,-79.85
36.7134017,-79.8520818
36.7134017,-79.8520818
38.3711022,-78.7326301
37.6492986,-75.7413182
37.5061069,-77.6490005
37.5334766,-77.6879696
37.1826516,-79.6195556
38.5690265,-77.2922332
37.8152132,-77.67651839999999
37.8212538,-77.6844344
37.8212538,-77.6844344
38.647896,-78.6714064
38.647896,-78.6714064
37.1541965,-76.5372625
37.1120848,-76.5372625
37.1541965,-76.5372625
37.0672839,-76.514138
37.1120848,-76.5372625
38.698729,-77.57971189999999
36.92,-76.16
36.89084,-76.3116235
36.9487193,-76.2652909
36.9555045,-76.32320419999999
37.8609872,-78.2633426
37.8609872,-78.2633426
36.9823655,-79.6280848
37.1134236,-77.4013403
36.8130915,-76.36951669999999
36.8130915,-76.36951669999999
37.0753922,-81.70872469999999
37.5380371,-77.9165364
37.5380371,-77.9165364
37.4418131,-77.0435799
37.0478982,-80.7797935
39.1367717,-77.7147153
38.5229229,-77.2900787
38.9586307,-77.35700279999999
38.9302229,-77.3439283
37.6474638,-77.6249734
37.6474638,-77.6249734
37.4759039,-77.590597
37.6164453,-77.4816693
37.6474638,-77.6249734
37.5621276,-77.3668965
37.6164453,-77.4816693
37.4664427,-77.46283249999999
37.5374438,-77.5275463
36.6079774,-79.2962964
37.2893078,-79.99759159999999
37.2893078,-79.99759159999999
37.3172783,-79.8912813
37.2893078,-79.99759159999999
37.2180925,-79.9080757
37.3490124,-79.95284509999999
37.2893078,-79.99759159999999
39.1326051,-77.7686051
37.2934017,-80.054766
37.2934017,-80.054766
36.9823709,-76.63106619999999
36.9823709,-76.63106619999999
36.6987493,-78.9013987
38.9120704,-77.49856729999999
38.2597983,-77.6421577
38.7735269,-77.22901929999999
38.4220687,-77.4083086
38.2973519,-78.44000989999999
38.1231161,-79.08710049999999
38.1231161,-79.08710049999999
38.1231161,-79.08710049999999
39.0527088,-77.3841197
39.0527088,-77.3841197
39.0527088,-77.3841197
36.90967270000001,-76.4736602
36.84168,-76.4794435
36.6644676,-76.5950555
37.9254135,-76.8591301
37.3797782,-76.8042261
38.54678759999999,-77.3366491
38.9012225,-77.2652604
36.8974486,-76.1435915
36.826302,-76.0333885
36.849734,-76.097201
36.8653194,-76.0507949
36.8643566,-75.9985693
36.8974486,-76.1435915
36.7358202,-76.02758589999999
36.7358202,-76.02758589999999
36.7358202,-76.02758589999999
36.8400852,-76.1493891
36.8643566,-75.9985693
36.8643566,-75.9985693
36.8643566,-75.9985693
36.826302,-76.0333885
36.7358202,-76.02758589999999
36.7358202,-76.02758589999999
36.826302,-76.0333885
38.7134516,-77.7952712
38.1060336,-78.9061921
37.2424206,-76.6643728
37.2424206,-76.6643728
37.2707022,-76.7074571
37.2424206,-76.6643728
37.2707022,-76.7074571
37.2424206,-76.6643728
37.27,-76.7099999
37.2707022,-76.7074571
37.2707022,-76.7074571
37.2424206,-76.6643728
37.2424206,-76.6643728
37.2424206,-76.6643728
39.1856597,-78.1633341
39.1819828,-78.1678439
37.8848619,-78.89946719999999
37.8848619,-78.89946719999999
37.8848619,-78.89946719999999
37.8848619,-78.89946719999999
38.6581722,-77.2497049
36.9484528,-81.084811
17.7466397,-64.7031977
17.7243885,-64.7829247
18.3418247,-64.93100319999999
47.3818017,-122.829803
47.3818017,-122.829803
47.3818017,-122.829803
48.1987118,-122.1251418
47.29401439999999,-122.134133
47.62487910000001,-122.5210007
47.6150436,-122.1717577
47.6120759,-122.1112721
48.7519112,-122.4786854
48.7562157,-122.4894588
48.7519112,-122.4786854
48.7519112,-122.4786854
48.7519112,-122.4786854
48.993723,-122.7471191
48.993723,-122.7471191
48.993723,-122.7471191
48.993723,-122.7471191
47.540416,-122.7705164
47.540416,-122.7705164
47.540416,-122.7705164
45.7328944,-122.5464856
48.4756621,-122.3254374
48.4756621,-122.3254374
48.4756621,-122.3254374
47.6478787,-121.9140074
45.7255968,-121.8188307
46.6620478,-122.9640175
46.6620478,-122.9640175
46.6620478,-122.9640175
47.8408323,-120.0168079
47.4873895,-117.5757622
48.276287,-117.7155207
46.4162723,-117.0451581
46.4162723,-117.0451581
46.9553719,-123.7737763
47.9543375,-117.476891
47.41568239999999,-120.2931263
47.9417388,-122.2334664
47.9088246,-122.268112
47.9990269,-122.1914014
48.9201171,-122.3426589
47.5673237,-121.8887269
47.3055312,-122.3744209
47.2395428,-122.5159586
47.1342432,-122.4857321
47.1342432,-122.4857321
47.1342432,-122.4857321
48.009537,-122.525983
48.5342662,-123.0171242
47.3645444,-122.601107
47.32926399999999,-122.5801293
47.5577093,-122.0051561
46.146779,-122.9084445
47.60993370000001,-122.3399892
46.2112458,-119.1372338
47.3661299,-122.1123384
47.4116866,-122.245159
47.3661299,-122.1123384
47.1139164,-122.7708828
48.0400945,-122.406257
47.5962326,-120.6614765
47.6743428,-117.1124241
47.6743428,-117.1124241
46.1381676,-122.9381672
46.1381676,-122.9381672
48.94650439999999,-122.4521073
48.0988549,-122.2605267
48.0563616,-122.1492224
47.1145301,-122.4793731
47.6258071,-122.2421963
47.8600971,-122.2042966
47.1301417,-119.2780771
48.421216,-122.3340474
48.421216,-122.3340474
47.9445396,-122.3045815
47.5389889,-122.1556769
47.7795103,-117.5515185
48.3321731,-122.6898122
48.2931559,-122.6432244
46.9736986,-124.1562852
46.9770179,-122.858419
47.01809919999999,-122.7982856
47.0378741,-122.9006951
48.4109853,-119.5275506
47.62332170000001,-120.2281346
46.2395793,-119.1005657
48.0509756,-119.9034008
48.0962308,-123.3006354
47.9253693,-122.6834914
47.9253693,-122.6834914
47.9253693,-122.6834914
47.5403732,-122.6362492
47.5403732,-122.6362492
47.5403732,-122.6362492
48.11703869999999,-122.7604471
46.7297771,-117.1817377
47.1487808,-122.2507225
47.1487808,-122.2507225
47.1487808,-122.2507225
47.2342997,-119.8525504
47.2342997,-119.8525504
47.6556113,-122.0243323
47.6556113,-122.0243323
47.6701193,-122.118237
47.6556113,-122.0243323
47.454,-122.1101712
47.454,-122.1101712
46.2856907,-119.2844621
46.2856907,-119.2844621
