Latitude,Longitude
26.9636401,-80.1121493
26.9636401,-80.1121493
26.9636401,-80.1121493
28.9177956,-81.8879884
28.6122187,-80.8075537
27.3996508,-82.4683728
27.9873577,-80.5771737
27.0236113,-82.33433749999999
27.0999424,-82.44890219999999
27.1171731,-82.33433749999999
27.1171731,-82.33433749999999
27.6430452,-80.3586828
27.6018976,-80.3769999
27.6386434,-80.39727359999999
27.6430452,-80.3586828
27.6430452,-80.3586828
27.6018976,-80.3769999
27.6386434,-80.39727359999999
27.6386434,-80.39727359999999
27.6386434,-80.39727359999999
27.6430452,-80.3586828
27.6386434,-80.39727359999999
27.6445079,-80.4048306
27.6386434,-80.39727359999999
27.6018976,-80.3769999
27.6430452,-80.3586828
28.5155513,-82.5728769
28.5155513,-82.5728769
26.6374761,-80.2432839
26.6374761,-80.2432839
26.6374761,-80.2432839
26.6374761,-80.2432839
28.182893,-82.3641751
26.7152999,-80.1037721
26.8008354,-80.2432839
26.6374761,-80.2432839
26.7044143,-80.1986649
26.7044143,-80.1986649
26.8008354,-80.2432839
26.7153474,-80.0533253
26.6654996,-80.0590804
28.8356269,-82.06250519999999
28.8356269,-82.06250519999999
29.38747,-82.4467705
28.4955593,-81.53479519999999
28.4955593,-81.53479519999999
28.5652787,-81.58618469999999
28.0600916,-81.7021049
27.9890156,-81.68020539999999
28.0600916,-81.7021049
28.6092911,-81.30142839999999
28.6820373,-81.26289609999999
28.7193035,-81.57609450000001
28.2303089,-82.2257298
28.2303089,-82.2257298
34.0512519,-84.7211074
34.3687021,-84.9341093
31.5393701,-82.4623557
34.0952227,-84.21734029999999
34.17630630000001,-84.2910759
34.029613,-84.238417
34.17630630000001,-84.2910759
34.17630630000001,-84.2910759
34.17630630000001,-84.2910759
34.0952227,-84.21734029999999
34.17630630000001,-84.2910759
32.0723861,-84.23268759999999
31.7060134,-83.653224
34.0137081,-83.4750241
34.0137081,-83.4750241
33.9900649,-84.3436881
33.7234034,-84.47501369999999
33.8363126,-84.38574419999999
33.8730946,-84.33842899999999
33.69856499999999,-84.54318669999999
33.8856615,-84.3699767
33.8730946,-84.33842899999999
33.723039,-84.3436881
33.9900649,-84.3436881
33.7489954,-84.3879824
33.4647333,-82.0733985
33.380425,-81.97529949999999
33.380425,-81.97529949999999
33.8417064,-84.6322156
31.0674649,-84.6652498
33.0545709,-84.15574950000001
31.7782514,-82.3484618
34.4581622,-84.2914892
34.4581622,-84.2914892
34.4581622,-84.2914892
33.8192864,-83.4387722
32.165445,-81.48650789999999
31.3060513,-82.2420661
34.8761989,-83.95824119999999
32.5437575,-83.5960161
34.1411329,-83.7942551
34.1411329,-83.7942551
31.1499528,-81.49148939999999
31.1499528,-81.49148939999999
32.3190398,-84.51714109999999
30.8774132,-84.2012897
34.502587,-84.9510542
34.2367621,-84.4907621
33.5801103,-85.0766113
34.7659145,-84.7699385
34.6125971,-83.5248933
32.1615814,-81.9040047
32.3868278,-83.35460979999999
31.0674704,-84.6652529
32.5371089,-84.9297206
32.470217,-84.9505398
33.6392536,-83.985008
33.6392536,-83.985008
31.9635074,-83.7823938
31.9635074,-83.7823938
31.9635074,-83.7823938
34.2073196,-84.14019259999999
34.2073196,-84.14019259999999
32.3152593,-84.75244819999999
33.9887165,-83.8979573
33.9887165,-83.8979573
34.7787365,-84.9193082
33.7220258,-84.201528
33.7220258,-84.201528
34.565098,-83.5451724
31.0404625,-84.87909110000001
31.5088073,-82.8498654
31.5088073,-82.8498654
32.54,-82.89999999999999
34.0028786,-84.1446376
34.0028786,-84.1446376
34.0488408,-84.17516479999999
34.0028786,-84.1446376
33.9900649,-84.3436881
33.3267997,-83.3884961
33.3267997,-83.3884961
34.1112226,-82.8670839
34.6948076,-84.4821498
33.5337464,-82.1306747
33.4487257,-84.4549262
33.4487257,-84.4549262
34.1851017,-83.9251809
32.3912672,-84.82290739999999
32.3912672,-84.82290739999999
31.6090569,-85.0471505
33.4243373,-82.1387233
34.9487162,-85.2437841
31.8938403,-81.6418656
34.2978794,-83.8240663
33.5756831,-83.18237890000002
33.2467807,-84.2640904
33.4145834,-82.3126237
34.3528825,-82.932087
32.2837731,-83.4721177
34.7014839,-83.7315675
33.2945651,-83.96602089999999
34.4695524,-84.4289888
31.07349189999999,-81.4114142
31.07349189999999,-81.4114142
31.6074365,-81.8853924
33.5215013,-84.3538128
33.5215013,-84.3538128
33.5215013,-84.3538128
30.7999563,-81.68982609999999
34.7048022,-85.2818998
34.1486464,-83.9990474
34.1776,-84.03009999999999
33.7923477,-82.479018
33.8389977,-83.90073819999999
32.8999858,-83.7411631
32.8999858,-83.7411631
33.9668266,-84.4435223
33.9668266,-84.4435223
33.4473361,-84.1468616
32.0679541,-82.9006993
32.397118,-82.0601195
32.5752141,-84.8281267
33.0801429,-83.2320991
32.8040512,-81.9492812
33.7948364,-83.713229
33.7948364,-83.713229
31.1799407,-83.7888387
30.7983251,-81.5446472
33.3806716,-84.79965729999999
33.3806716,-84.79965729999999
33.3763255,-84.71352139999999
33.3806716,-84.79965729999999
33.5178907,-84.66965479999999
33.3968557,-84.59634319999999
33.3968557,-84.59634319999999
33.3968557,-84.59634319999999
32.4582065,-83.7315723
32.8648522,-84.8540982
32.8648522,-84.8540982
31.9382652,-81.3034433
32.2947732,-81.2353612
34.9159099,-85.1091173
34.805079,-85.02744709999999
34.257038,-85.1646726
34.257038,-85.1646726
34.257038,-85.1646726
34.0586259,-84.38574419999999
34.0567006,-84.3436881
34.0567006,-84.3436881
34.0586259,-84.38574419999999
33.6259545,-83.6123935
30.7478954,-81.57061089999999
30.7478954,-81.57061089999999
31.1595905,-81.3885517
31.1595905,-81.3885517
31.1595905,-81.3885517
31.1595905,-81.3885517
31.98581129999999,-81.08650349999999
31.9134308,-81.0202533
31.9134308,-81.0202533
31.9134308,-81.0202533
31.9134308,-81.0202533
31.9708128,-81.15865149999999
32.09,-81.09
31.98581129999999,-81.08650349999999
32.08000000000001,-81.1
32.0005346,-80.9760556
32.0371137,-81.1747498
32.0563741,-81.0478643
31.9134308,-81.0202533
34.9875902,-83.33321029999999
33.8806897,-84.5064881
33.8806897,-84.5064881
33.8639894,-84.0273168
32.4487876,-81.7831674
32.4487876,-81.7831674
33.5442781,-84.23380929999999
33.81,-84.17
33.81,-84.17
33.8081608,-84.17019599999999
33.8081608,-84.17019599999999
31.1595905,-81.3885517
34.1064895,-84.0335197
32.9359886,-82.8115273
30.8365815,-83.9787808
33.4706927,-82.50457329999999
31.4504629,-83.5084973
34.8720222,-85.50913000000001
33.8507937,-84.21734029999999
30.9252192,-83.2291862
30.9252192,-83.2291862
33.732052,-84.9191081
33.732052,-84.9191081
34.3164826,-84.5521524
32.590481,-83.624201
32.590481,-83.624201
32.590481,-83.624201
33.1823419,-84.3615902
34.133692,-84.5746243
34.9331453,-83.8471223
33.1023454,-84.3426997
21.386338,-157.9255357
21.30041,-158.069915
21.313149,-158.0089992
21.313149,-158.0089992
21.313149,-158.0089992
21.313149,-158.0089992
21.313149,-158.0089992
21.3315596,-157.9374589
19.7070942,-155.0884869
19.7070942,-155.0884869
21.2700357,-157.8182298
21.34853,-157.9583246
21.3433967,-157.8390944
21.2868901,-157.7973653
21.6802778,-157.9511111
19.639994,-155.9969261
19.639994,-155.9969261
19.639994,-155.9969261
21.3930281,-157.7496761
21.3930281,-157.7496761
20.0230556,-155.6716667
21.4433045,-157.7489524
21.3996475,-157.7973653
21.3996475,-157.7973653
21.3353909,-158.0568965
21.3353909,-158.0568965
22.2202288,-159.4724952
22.2202288,-159.4724952
22.2202288,-159.4724952
22.2202288,-159.4724952
21.1675034,-157.1060353
20.7644275,-156.4450063
19.9164211,-155.8821969
20.8783333,-156.6825
20.8783333,-156.6825
20.8783333,-156.6825
20.8305556,-156.9222222
20.8305556,-156.9222222
21.9811111,-159.3711111
21.9811111,-159.3711111
21.1330056,-157.2125068
21.4513314,-158.0152807
21.8732114,-159.4533148
21.4954957,-158.0626555
21.4359641,-158.1848755
21.4359641,-158.1848755
20.6899733,-156.4392245
20.8911111,-156.5047222
48.03810619999999,-116.942056
43.5698551,-116.2249298
43.6574505,-116.242429
43.6156568,-116.1170738
43.6574505,-116.242429
42.5357428,-113.7927948
43.66293839999999,-116.6873596
47.6776832,-116.7804664
47.6776832,-116.7804664
43.6954424,-116.3540138
43.3465675,-114.7917279
44.0919511,-115.9544145
42.9548989,-115.3009037
43.51962880000001,-114.3153245
47.7587944,-116.7568579
47.7587944,-116.7568579
43.4233213,-112.0143728
43.4233213,-112.0143728
46.4004089,-117.001189
46.4004089,-117.001189
44.906183,-116.1171311
43.5644359,-116.4034565
46.73238749999999,-117.000165
43.1329504,-115.6911975
43.6189362,-116.5346883
43.5896264,-116.6132313
44.9712808,-116.2840176
42.8713032,-112.4455344
47.7179578,-116.9515856
43.8006736,-111.8807426
48.276577,-116.553465
42.6543652,-111.6046687
43.6971294,-114.3517172
42.5629668,-114.4608711
41.9320859,-88.0020589
42.165571,-88.2941563
38.9354092,-90.1401381
38.9354092,-90.1401381
38.9354092,-90.1401381
41.71419969999999,-89.3287061
42.4772418,-88.0956396
39.5917197,-89.74648739999999
41.76919840000001,-88.38219889999999
41.7568116,-88.21690269999999
42.1539141,-88.1361888
42.1539141,-88.1361888
